ORDER,Time,Location,"Type of bomb (Incendiary Bomb= IB Explosive Bomb= EB, COB= Crude Oil Bomb)",Damage or other details (All dimensions at in ft unless stated),lat,lng,geocoder_match,geocoder_source
750,22:54,"Commercial Dock Pier, Rotherhithe Street, Limehouse Reach, S.E, London, UK",Unknown enemy action,seven dumb barges damaged,51.50439330,-0.04576960,"Rotherhithe St, London SE16, UK",Google
751,22:55,"Evelina Road, Camberwell, SE15, London, UK",EB ,"40x40 one floor building, severely damaged, used as a mission hall.",51.46763750,-0.05413890,"Evelina Rd, London SE15, UK",Google
752,22:55,"4 Stangate Street SE1, London, UK",Ib,Minor fire and explosion damage,51.61974620,-0.31343470,"4 Stangate Gardens, Stanmore HA7 3BL, UK",Google
753,22:56,"Victoria Way Charlton, 266, Woolwich Road, Charlton, SE7, London, UK",EB,"40x30 roadway severely damged, gas main fractured, 20 private houses danaged",51.48715760,0.02456870,"266 Woolwich Rd, London SE7, UK",Google
754,22:57,"1-9 Seward Street, EC1, London, UK",IB,"120x80, range of buildings, contents, roofs and all floors damaged.",51.52608460,-0.09922130,"1 Seward St, London EC1V 3NY, UK",Google
755,22:57,"114 Lower March, Lambeth, Se11, London, UK",Ib,Minor fire and explosion damage,51.50091430,-0.11308710,"114 Lower Marsh, London SE1 7AE, UK",Google
756,22:58,"30 Rashmore Road, Charlton, SE7. 28, London, UK",IB,2 Private houses each with 6 rooms damaged. One male burned to death.,51.55511110,-0.05190140,"30 Rushmore Rd, Lower Clapton, London E5, UK",Google
757,22:59,"63, Chancery lane, WC1, London, UK",IB,2x1 roadway damage,51.51768860,-0.11345420,"63 Chancery Ln, London WC2A 1AF, UK",Google
758,22:59,"4, Southampton Buildings WC1, London, UK",IB,two offices slightly damaged,51.51730120,-0.11225520,"4 Southampton Buildings, London WC2A 1HL, UK",Google
759,23:00,"Grays Inn Road WC1, London, UK",IB,"anti aircraft shell, unexploded. 2x1 roadway damage, water mains damage",51.52467390,-0.11624010,"Grays Inn Rd, London, UK",Google
760,23:00,"Hollydale Road, Peckham, SE15, London, UK",EB,80x60 three floor building damaged,51.47204200,-0.05724590,"Hollydale Rd, London SE15, UK",Google
761,23:00,"Hollydale Road, Peckham SE15, London, UK",EB,18 private houses damaged,51.47204200,-0.05724590,"Hollydale Rd, London SE15, UK",Google
762,23:00,"66 Hundson Road, Newcross, SE14, London, UK",EB,Bomb burned out in garden,51.46961780,0.13803080,"66 Hudson Rd, Bexleyheath DA7 4PJ, UK",Google
763,23:00,"181 Wellmeadow Road, Catford, SE6, London, UK",EB & IB,"House of eight rooms, back room on groung floor and contents damaged by fire",51.43940090,0.00303600,"181 Wellmeadow Rd, London SE6 1HR, UK",Google
764,23:00,"Alnwick Road Eltham Se12, London, UK",-,quarter of acre of grass burned,51.44541980,0.02596790,"Alnwick Rd, London SE12, UK",Google
765,23:00,"34 Winn Road Lee, SE12, London, UK",-,house of 7 rooms damaged,51.44221740,0.02248490,"34 Winn Rd, London SE12 9EX, UK",Google
766,23:00,"31-37 Abernethy Road Lewisham Se13, London, UK",-,"four houses, each with 6 rooms slightly damaged",51.45753010,0.00154330,"31 Abernethy Rd, London SE13 5QJ, UK",Google
767,23:00,"Stonhouse Street, Clapham, SW4, London, UK",-,Suspected presence of IB,51.46362170,-0.13698060,"Stonhouse St, London SW4, UK",Google
768,23:04,"216 Goswel Road, EC1, London, UK",IB,"Workshop on ground floor damaged, roof partly off",51.52756850,-0.09994560,"ec1, 216 Goswell Rd., London EC1V 7HJ, UK",Google
769,23:05,"Strand WC2, London, UK",IB,2x1 roof damage,51.50735090,-0.12775830,"Martlett Ct, London WC2N 5DU, UK",Google
770,23:06,"240 Goswell Road, EC1, London, UK",IB,2x1 roadway damage,51.52809530,-0.10053500,"ec1, 240 Goswell Rd., London EC1V 7AP, UK",Google
771,23:08,"107-111, Newington Butts, SE11, London, UK",IB,"F & Tyler Furniture shop. 3 floor building 180x70, used as showrooms offices  store, damaged and roof off.",51.49247840,-0.10113170,"107 Newington Butts, London SE1 6SF, UK",Google
772,23:08,"133-139 Newington Butts, SE11, London, UK",EB & IB,"Furniture shop, 3 floor building 90x40 damaged",51.49398990,-0.10051790,"133 Newington Butts, Elephant and Castle, London SE1 6TG, UK",Google
773,23:08,"141, Newington Butts, SE11, London, UK",EB & IB,3 floors and basement damaged. 2/3 of content damaged,51.49399760,-0.10051830,"141 Newington Butts, Elephant and Castle, London SE1 6TG, UK",Google
774,23:08,"129-131, Newington Butts, SE11, London, UK",EB & IB,50x40 three floors of mens clothing shop damaged,51.49234590,-0.10124510,"129 Newington Butts, London SE1 6SF, UK",Google
775,23:08,"2-8 Crampton Street, Southwark, SE17, London, UK",EB & IB,"130x60 three floor building, shops and content damaged",51.49068840,-0.10019120,"2 Crampton St, London SE17, UK",Google
776,23:08,"86-102 Newington Butts, SE11, London, UK",EB & IB,10 shops and houses damaged,51.49279800,-0.10104250,"86 Newington Butts, London SE1 6SF, UK",Google
777,23:08,"147 Walworth Road, SE17, London, UK",EB & IB,South East Southwark Conservative and Unionist Association. Club room and ground floor damaged,51.49164090,-0.09747950,"147 Walworth Rd, London SE17 1RW, UK",Google
778,23:10,"8-12 Dundas Road Camberwell SE15, London, UK",Eb,3 private houses damaged,51.47021880,-0.05535500,"8 Dundas Rd, London SE15, UK",Google
779,23:10,"105-113 Tyrwhitt Road, Brockley, SE4, London, UK",-,Five private houses severely damaged,51.46278030,-0.02458190,"105 Tyrwhitt Rd, London SE4 1QE, UK",Google
780,23:10,"Glenton Road, Leiwsham SE13, London, UK",IB,IB in street,51.45910570,0.00016500,"Glenton Rd, London SE13, UK",Google
781,23:10,"Tarn Street, Camberwell, Greater London, SE1, London, UK",IB,2x1 paving damage,51.49633480,-0.09823430,"Tarn St, London SE1, UK",Google
782,23:10,"Braganza Street, Se17, London, UK",IB,IB burned out in street,51.48731280,-0.10356230,"Braganza St, London SE17, UK",Google
783,23:10,"82 Reculver Road, Rotherhithe, SE16, London, UK",IB,Front of house and shop scorched,51.48827490,-0.04957880,"82 Reculver Rd, London SE16 2RW, UK",Google
784,23:11,"Westminster Bridge, SW1, London, UK",IB,Suspected presence of IB,51.50086380,-0.12196450,"Westminster Bridge, Westminster Bridge, London SW1A 2JH, UK",Google
785,23:11,"215-217, Commercial Road, Stepney E1, London, UK",IB,Building of three floors and a shop and house of 7 rooms severely damaged,51.51492790,-0.05965460,"215 Commercial Rd, London E1 2BT, UK",Google
786,23:11,"Tynte Street, Homerton E9, London, UK",IB,2x1 roof damage,51.54786090,-0.04259030,"Homerton, London, UK",Google
787,23:12,"Lewisham Hospital, Lewisham , SE13, London, UK",-,Bomb splinters,51.45303330,-0.01794980,"High street, London SE13 6LH, UK",Google
788,23:15,"Rolt Street, Deptford, SE8, London, UK",IB,IB burned out in street. ,51.48307570,-0.03607000,"Rolt St, London SE8, UK",Google
789,23:20,"36-38 Cliffview Road, Lewisham SE13, London, UK",EB,2 private houses damaged,51.46148300,-0.02288750,"36 Cliffview Rd, London SE13 7DD, UK",Google
790,23:20,"31 Amelia Street, Walworth Se17, London, UK",IB,Coal Merchants. Timber shed building50x30  used as storeand contents damaged,51.48940300,-0.09859250,"31 Amelia St, London SE17 3PY, UK",Google
791,23:20,"Carpenters Rd E15, London, UK",EB and IB,Waste Rubber Merchants- Some stock in yard and a range of buildings covering an area of about 200x100 feet severely damaged,51.53970650,-0.00780580,"Carpenters Rd, London E15, UK",Google
792,23:21,"Bedford Road, WC1, London, UK",IB,"shop and house of 7 rooms damaged with contents, upper part of house slightly damaged",51.46257190,-0.12933900,"Bedford Rd, London, UK",Google
793,23:22,"1 Philpot Street, Stepney, E1, London, UK",IB,"Coal Merchant-Building of 2 floors about 60x 40 ft (used as workshops, office and store) and contents damaged by fire. Rest of building and contents slightly damaged",51.51485930,-0.05834040,"1 Philpot St, London E1 2DS, UK",Google
794,23:25,"Upbrook Mews, Hyde Park, w2, London, UK",IB,"30 private houses damaged by explosion, 1 person killed, 17 injured and moved to hospital",51.51319940,-0.17102240,"Hyde Park Gardens Mews, Tyburnia, London W2, UK",Google
795,23:28,"Wallis Road, Hackney Wick, E9, London, UK",IB,"Sweet manufacturers- A building of 3 floors about 100x 40 ft(used as machine room, work room and store) third floor and contents severely damaged.",51.54410210,-0.02509500,"Wallis Rd, London E9, UK",Google
796,23:29,"2 Leamore St, Hammersmith, w6, London, UK",IB,"1st floor landing and contents slightly damaged, roof damage",51.49440830,-0.22991970,"2 Leamore St, London W6 0JZ, UK",Google
797,23:30,"140 Dorset House, Marylebone Road, NW1, London, UK",IB,The bomb bured out the 8ths floor verandah,51.52245740,-0.15961260,"Dorset House, Gloucester Pl, London NW1 5AG, UK",Google
798,23:30,"Baker Street, w1, London, UK",-,fire caused by flame falling from aircraft,51.52056310,-0.15680410,"Baker St, London, UK",Google
799,23:31,"Seymour Buildings, Seymour Place, Westminister, London W1, London, UK",IB,Two bombs burnt out roof and back area,51.51943220,-0.16340100,"Seymour Buildings, 155 Seymour Pl, London W1H 4PF, UK",Google
800,23:31,"Addison Road, Kensington, w14, London, UK",IB,4x2 roadway damage ,51.50104140,-0.20829360,"Addison Rd, London W14, UK",Google
801,23:31,"Railway Arches, Hammersmith Grove, Hammersmith, w6, London, UK",IB,timber shed building and its contents damaged,51.49519350,-0.22646140,"Hammersmith Grove, London W6, UK",Google
802,23:32,"Eade Road, Finsbury Park, N4, London, UK",IB,IB(unignited),51.57423640,-0.09421500,"Eade Rd, Finsbury Park, London, UK",Google
803,23:34,"Crawford Street, w1, London, UK",IB,1x1 ft of damage to roadway,51.51960050,-0.16065100,"Crawford St, London, UK",Google
804,23:34,"Holland Villas Road , Kensington W1, London, UK",IB,4x2 roadway damage ,51.50221620,-0.21141170,"Holland Villas Rd, London W14, UK",Google
805,23:34,"158 Sussec Gardens, w2, London, UK",IB,bomb burned out on a waste ground,51.51520750,-0.17325680,"Hotel Claremont, 158 Sussex Gardens, Tyburnia, London W2 1UD, UK",Google
806,23:35,"9 Kensington Palace Gardens, w8, London, UK",IB,4x2 ft of roof damage.,51.50872450,-0.19142750,"9 Kensington Palace Gardens, London W8 4QP, UK",Google
807,23:35,"1-15 Haddo Terrace, Greenwich SE10, London, UK",EB,8 houses damaged,51.48113600,-0.01428640,"1 Haddo St, London SE10, UK",Google
808,23:35,"Prior Street Greenwich, SE10, London, UK",EB,South Met Gas Company: 40x30 carriageway. Gas destroyed,51.47633280,-0.01094490,"Prior St, London SE10, UK",Google
809,23:35,"Vauxhall Walk, Lambeth, Se11, London, UK",IB,IB burned out in street,51.48985430,-0.12015780,"Vauxhall Walk, London SE11, UK",Google
810,23:36,"99-101 Cambridge heath Road, Bethnal Green, E2, London, UK",IB,"B. and R. Goldfarb, Ltd. Wholesale tobacconists. 60x40 four floor building, used as showrooms offices and stores,. Two top floors and contnts damaged",51.52256900,-0.05518610,"99 Cambridge Heath Rd, Bethnal Green, London E1 5RZ, UK",Google
811,23:38,"94 Royal Hill, Greenwich SE10, London, UK",EB,"Grocer, shop and house of 8 rooms",51.47583140,-0.01051320,"94 Royal Hill, London SE10 8RT, UK",Google
812,23:38,"96 Royal Hill, Greenwich SE10, London, UK",EB,"Baker, shop and house of 6 rooms",51.47564950,-0.01056650,"96 Royal Hill, London SE10 8SE, UK",Google
813,23:38,"98 Royal Hill, Greenwich SE10, London, UK",EB,Greengrocer shop and house of 6 rooms damaged,51.47560900,-0.01063230,"98 Royal Hill, London SE10 8ST, UK",Google
814,23:39,"Polygon Road, NW1, London, UK",IB,"Back room on ground floor and contents damaged, 2x1  of roof damaged.",51.53157810,-0.13292970,"Polygon Rd, London NW1, UK",Google
815,23:39,"New Kent Road, Se1 and Trocadero Cinema , London, UK",EB,6x4 roadway and paving damaged. Cinema window broken,51.51060130,-0.13296750,"London Trocadero, London W1D 7DH, UK",Google
816,23:41,"Steedman  Street, Se17, London, UK",IB,Coal Merchants. Timber shed building 30x20 used as storeand contents damaged,51.49169260,-0.09899730,"Steedman St, London SE17, UK",Google
817,23:41,"117 Walworth Road, Se17, London, UK",IB,2x1 roof damage,51.49263930,-0.09839020,"117 Walworth Rd, London SE1 6SW, UK",Google
818,23:43,"50, Rushey Gren, Catford, Se6, London, UK",-,Falling Shrapnel,51.44842180,-0.01769840,"50 Rushey Grn, London SE6, UK",Google
819,23:45,"Westferry Road, Docklands, London E14, London, UK",COB,"Preserving manufacturers- building of two floors, 10 x 40 ft, used as workshops and stores. Top floor and contents damaged.",51.49849240,-0.02591510,"Westferry Rd, London E14, UK",Google
820,23:45,"Thorpes Wharf, Brewhouse Lane, Stopney E1, London, UK",EB,Building of 7 floors and basement about 150 x 100 ft (used as office and ) about 1/3 of building and contents severely damaged.,51.52222540,-0.04915740,"Stepney, London E1, UK",Google
821,23:45,"Pier Road, North Woolwich, E16, London, UK",IB,M. B Foster and Sons. Bottlers. 40x30 of deck planking damaged. Cutting away on quay side. ,51.50042580,0.06332930,"Pier Rd, London E16, UK",Google
822,23:46,"2 Athol Street, Poplar E14, London, UK",EB,"4 private houses of 6 rooms severely damaged, Collapsed. 35 buildings damaged by explosion, 1 male severly injured, (since dead)",51.51266770,-0.00627540,"2 Athol Square, Aberfeldy Village, London E14 0NP, UK",Google
823,23:46,"24-48 Dee Street, Poplar E14. 2-22., London, UK",EB,"London Country Council. 18 Private houses of 6 rooms and contnts, garages damaged. One van, one car, a staff car all destoryed. 24 inch gas main, 4 inch service pipe, 80x60 roadway damaged. 76 buildings damaged. Firemen, Strutton and Westwood, severely injured, since dead. 2 males and 1 female air raid warden severely injured, since dead. ",51.51435370,-0.00433900,"22, 24 Dee St, Aberfeldy Village, London E14 0PY, UK",Google
824,23:46," Culloden Street School, Poplar, E14. , London, UK",EB,"London Country Council. 18 Private houses of 6 rooms and contnts, garages damaged. One van, one car, a staff car all destoryed. 24 inch gas main, 4 inch service pipe, 80x60 roadway damaged. 76 buildings damaged. Firemen, Strutton and Westwood, severely injured, since dead. 2 males and 1 female air raid warden severely injured, since dead. ",51.51371710,-0.00782580,"Culloden St, Aberfeldy Village, London E14 0PD, UK",Google
825,23:46,"50 -68 and 41-71 Aberfeldy Street Poplar, E14., London, UK",EB,"London Country Council. 18 Private houses of 6 rooms and contnts, garages damaged. One van, one car, a staff car all destoryed. 24 inch gas main, 4 inch service pipe, 80x60 roadway damaged. 76 buildings damaged. Firemen, Strutton and Westwood, severely injured, since dead. 2 males and 1 female air raid warden severely injured, since dead. ",51.51347300,-0.00570090,"41 Aberfeldy St, Aberfeldy Village, London E14 0NU, UK",Google
826,23:46,"2-36 and 1-37 Ettrick Street Poplar, E14, London, UK",EB,"London Country Council. 18 Private houses of 6 rooms and contnts, garages damaged. One van, one car, a staff car all destoryed. 24 inch gas main, 4 inch service pipe, 80x60 roadway damaged. 76 buildings damaged. Firemen, Strutton and Westwood, severely injured, since dead. 2 males and 1 female air raid warden severely injured, since dead. ",51.51447500,-0.00564280,"1 Ettrick St, Aberfeldy Village, London E14, UK",Google
827,23:48,"139 Walworth Road Se17, London, UK",IB,Shop and house of 8 rooms damaged,51.49214180,-0.09805810,"139 Walworth Rd, London SE17 1RW, UK",Google
828,23:48,"30 Kenton Road, Hackney E9, London, UK",EB,Alarm Caused by unexploded bomb in private house,51.54391370,-0.04397000,"30 Kenton Rd, London E9 7AB, UK",Google
829,23:52,"Mare Street, Hackney, E9, London, UK",EB,4 shops and 10 house severely damage. And 50 houses damaged by the explosion,51.54054280,-0.05541410,"Mare St, London, UK",Google
830,23:52,"186, 188, 190 and 192. 233-251, 201-231 and 253-257., London, UK",EB,4 shops and 10 house severely damage. And 50 houses damaged by the explosion,51.50721780,-0.12758620,"London, UK",Google
831,23:52,"9 Lyme Grove, Hackney , e9, London, UK",EB,Roadway and 1 private houses damaged,51.54282740,-0.05357130,"9 Lyme Grove, London E9, UK",Google
832,23:52,"12. St. Thomas Square E9, London, UK",EB,"Roadway and 1 private houses severely damaged, and 20 houses damaged",51.54108530,-0.05358810,"12 St Thomas's Square, London E9 7PW, UK",Google
833,23:52,"London Lane, Hackney, London E8, London, UK",EB,Roadway and 10 houses damaged,51.54199920,-0.05613990,"London Ln, London E8, UK",Google
834,23:54,"Tillostson Street, Dean Cross Street, Stepney, E1, London, UK",EB &IB,Minor fire damage in these areas.,51.51356800,-0.05504310,"Deancross St, London E1, UK",Google
835,23:55,"41-47 Abernethy Road, Lee SE12, London, UK",EB,"four houses, each with 6 rooms severely damaged",51.45734020,0.00162260,"41 Abernethy Rd, London SE13 5QJ, UK",Google
836,23:56,"17, 17a, 17b, Doris Street, SE11, London, UK",EB,Buildings damaged,51.53959620,-0.32581540,"17 17a, 17 Doris Ashby Cl, London, Perivale, Greenford UB6 7FE, UK",Google
837,23:58,"Eckington Gardens, Newcross SE14, London, UK",IB,"6x6 of pavement damage, (Deptford Borough Council)",51.47739240,-0.04742950,"Eckington Gardens, 23B Casella Rd, London SE14 5QN, UK",Google
838,23:58,"72-74 Ansdell Road, Peckham, SE15, London, UK",EB,2 private houses damaged,51.46854760,-0.05468100,"72 Ansdell Rd, London SE15 2DS, UK",Google
839,23:58,"Valentine Road, Hackney E9, London, UK",EB,"Roadway and 4 private houses severely damaged, and 20 houses damaged",51.54383220,-0.04601380,"Valentine Rd, London E9, UK",Google
840,23:58,"Poole Road, London E9 7AE, London, UK",EB,"Roadway and 3 private houses severely damaged, and 24 houses damaged",51.54367360,-0.04572760,"Poole Rd, London E9 7AE, UK",Google
841,23:59,"189, Sussex Gardens W2, London, UK",IB,"2x1 damage on roof, balck room on 5th floor and contents damaged",51.51407940,-0.17394690,"189 Sussex Gardens, Tyburnia, London W2 2RH, UK",Google
842,23:59,"Bale Rd, Tower Hamlets, London E1 4QJ, United Kingdom, London, UK",EB,Two houses each of 6 rooms and contents severely damaged. Many houses in this thoroughfare damaged by explosion,51.51996990,-0.03886340,"Bale Rd, London E1 4QJ, UK",Google
843,23:59,"Benledi Street, Poplar E14, London, UK",EB and IB,"57 buildings damaged by explosion. 4 persons severely injured, extricated by the Brigade and removed to hospital",51.51389660,-0.00298000,"Benledi Rd, Aberfeldy Village, London E14 0LR, UK",Google
